retention_time,scale,skew,amplitude,area,signal_maximum,peak_id
0.47,0.06288408537586934,2.8119467899476227,9.726620892020634,5835.9725352123805,100.23948979965508,1
1.8,0.0845705639883265,1.9616354353192447,1.9268295463733993,1156.0977278240396,13.43795902393157,2
